run_id,ld,s,seed,model,pred,tp
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2855,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2092,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.227,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2431,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2504,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3478,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2871,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2831,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3009,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2586,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2199,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2505,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2247,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3055,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2631,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2442,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2457,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2377,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2261,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2992,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2449,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3053,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3407,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2339,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.277,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2793,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2179,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2288,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2471,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2933,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3525,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.223,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2563,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2086,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2311,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1906,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1949,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1976,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2746,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2525,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2896,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2674,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2267,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.243,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3092,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2096,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.253,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2791,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2167,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2433,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2059,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2157,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2116,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2576,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2241,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2231,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2178,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2043,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2167,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3091,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2879,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2667,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2389,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2804,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.215,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2505,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2262,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2359,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2553,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2466,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2406,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2711,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2181,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2382,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2309,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2635,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2282,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2828,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2797,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3356,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2663,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3105,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2908,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3426,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2517,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2409,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2234,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2869,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2901,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2467,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2043,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2812,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2727,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2609,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2741,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2273,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2608,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3018,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2709,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1922,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1988,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2386,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2706,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3018,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2515,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2712,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2759,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3015,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2124,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2372,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2083,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2184,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.218,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2586,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2719,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2701,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2188,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2295,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3121,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2371,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2473,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.256,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2624,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2424,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2217,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2509,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2204,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2331,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1998,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2272,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2507,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2214,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2909,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2876,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2464,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2161,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2612,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3005,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2577,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2094,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2603,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.294,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2683,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2615,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2278,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2394,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2778,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2943,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1971,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2269,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2796,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2763,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2542,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3027,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.255,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2661,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1791,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2105,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2677,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2698,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2555,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1938,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.198,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2401,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2155,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2286,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2621,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2794,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2332,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2406,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.27,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2365,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2758,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2642,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3277,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3111,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2229,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2471,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1876,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1874,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.206,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2367,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2474,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2173,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2033,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2231,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2314,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3395,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.26,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2591,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2597,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2905,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2506,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.273,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2213,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2534,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2738,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2708,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.176,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1762,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2088,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2602,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2852,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2898,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.247,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2516,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2822,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2771,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2361,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2481,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2345,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2652,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2521,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2648,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.223,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2255,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2945,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2636,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2691,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2906,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2413,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2714,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2002,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2275,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2398,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.276,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2442,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2357,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2008,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1855,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2153,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2937,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2989,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3917,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3327,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2531,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2564,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2384,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2717,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2345,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2513,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2387,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2074,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2004,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2206,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2419,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2036,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2084,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2299,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2518,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2312,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2483,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2416,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2741,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2295,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2486,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2441,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.29,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3138,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3188,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2348,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2955,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1893,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.215,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2122,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.219,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2265,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1956,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2014,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.259,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.257,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2438,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2673,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2668,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2016,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2331,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2529,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2375,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2332,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2556,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2551,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2089,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3164,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2376,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2101,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2402,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2361,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2188,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1896,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2917,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2946,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2374,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2848,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2943,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2292,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2609,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3633,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3679,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3099,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2157,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2873,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.334,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1946,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.217,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2131,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2033,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2325,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2044,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2067,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2034,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1981,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.285,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2248,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2561,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3227,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2835,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2407,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.253,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2322,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.23,0.3
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2135,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2246,0.41
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3419,0.1
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3486,0.1
