tp,rmse,train_data,run_id,ld,s,seed,contrastive,train_phase
0.37,0.2183234632248034,True,2_1_1,8,24000,123,False,True
0.38,0.2063396510099691,True,2_1_1,8,24000,123,False,True
0.39,0.1965363144949598,True,2_1_1,8,24000,123,False,True
0.4,0.2323012555687533,True,2_1_1,8,24000,123,False,True
0.41,0.2297289261226095,True,2_1_1,8,24000,123,False,True
0.42,0.2054494511332584,True,2_1_1,8,24000,123,False,True
0.43,0.1901725657523559,True,2_1_1,8,24000,123,False,True
0.44,0.1801914849635773,True,2_1_1,8,24000,123,False,True
0.45,0.1457289675402263,True,2_1_1,8,24000,123,False,True
0.46,0.1039621420422325,True,2_1_1,8,24000,123,False,True
0.47,0.0806183104458805,True,2_1_1,8,24000,123,False,True
0.48,0.0742915238546423,True,2_1_1,8,24000,123,False,True
0.49,0.064697022731024,False,2_1_1,8,24000,123,False,True
0.5,0.0563486057711932,True,2_1_1,8,24000,123,False,True
0.0,0.0058538695745969,True,2_3_1,32,64000,123,False,True
0.01,0.0058319130593045,True,2_3_1,32,64000,123,False,True
0.02,0.0059843880804502,False,2_3_1,32,64000,123,False,True
0.03,0.0058335260343831,False,2_3_1,32,64000,123,False,True
0.04,0.005847941103698,True,2_3_1,32,64000,123,False,True
0.05,0.0058311661858416,False,2_3_1,32,64000,123,False,True
0.06,0.0058841285340437,False,2_3_1,32,64000,123,False,True
0.07,0.0059011074416862,True,2_3_1,32,64000,123,False,True
0.08,0.0059803912808355,True,2_3_1,32,64000,123,False,True
0.09,0.0060250276951211,True,2_3_1,32,64000,123,False,True
0.1,0.0061510375654075,True,2_3_1,32,64000,123,False,True
0.11,0.00649053514953,True,2_3_1,32,64000,123,False,True
0.12,0.0070213352928867,True,2_3_1,32,64000,123,False,True
0.13,0.0069359268792507,True,2_3_1,32,64000,123,False,True
0.14,0.0068850428907087,True,2_3_1,32,64000,123,False,True
0.15,0.0074961759115286,True,2_3_1,32,64000,123,False,True
0.16,0.0072073230183442,True,2_3_1,32,64000,123,False,True
0.17,0.0068811891294139,False,2_3_1,32,64000,123,False,True
0.18,0.0065831013489844,True,2_3_1,32,64000,123,False,True
0.19,0.0065682510694717,True,2_3_1,32,64000,123,False,True
0.2,0.0065853814244607,True,2_3_1,32,64000,123,False,True
0.21,0.006626506267818,True,2_3_1,32,64000,123,False,True
0.22,0.0067108433179076,True,2_3_1,32,64000,123,False,True
0.23,0.0070285248839778,True,2_3_1,32,64000,123,False,True
0.24,0.0071780427350773,False,2_3_1,32,64000,123,False,True
0.25,0.0075967638695675,True,2_3_1,32,64000,123,False,True
0.26,0.0081418030789333,False,2_3_1,32,64000,123,False,True
0.27,0.0095806610988375,True,2_3_1,32,64000,123,False,True
0.28,0.0097472114647991,True,2_3_1,32,64000,123,False,True
0.29,0.0095018742278882,True,2_3_1,32,64000,123,False,True
0.3,0.0115952487588708,True,2_3_1,32,64000,123,False,True
0.31,0.0108641602394656,True,2_3_1,32,64000,123,False,True
0.32,0.0108710217994398,True,2_3_1,32,64000,123,False,True
0.33,0.0103028587191946,False,2_3_1,32,64000,123,False,False
0.34,0.0053796154634875,False,2_3_1,32,64000,123,False,False
0.35,0.0117636244555212,False,2_3_1,32,64000,123,False,False
0.36,0.0123590586240546,False,2_3_1,32,64000,123,False,False
0.37,0.0120015466830178,False,2_3_1,32,64000,123,False,False
0.38,0.0097066034002884,False,2_3_1,32,64000,123,False,False
0.39,0.0075883050963033,False,2_3_1,32,64000,123,False,False
0.4,0.005994725163296,False,2_3_1,32,64000,123,False,False
0.41,0.0054766311521852,False,2_3_1,32,64000,123,False,False
0.42,0.0053805783247628,False,2_3_1,32,64000,123,False,False
0.43,0.0054288572636137,False,2_3_1,32,64000,123,False,False
0.44,0.0055750175527535,False,2_3_1,32,64000,123,False,False
0.45,0.00587711653389,False,2_3_1,32,64000,123,False,False
0.46,0.0066379835388886,False,2_3_1,32,64000,123,False,False
0.47,0.0081658871077178,False,2_3_1,32,64000,123,False,False
0.48,0.0088134519833537,False,2_3_1,32,64000,123,False,False
0.49,0.0088375218444332,False,2_3_1,32,64000,123,False,False
0.5,0.0089690213431781,False,2_3_1,32,64000,123,False,False
0.0,0.0103683273528692,True,2_1_1,24,24000,123,False,True
0.01,0.010217668332137,True,2_1_1,24,24000,123,False,True
0.02,0.0105714314859304,False,2_1_1,24,24000,123,False,True
0.03,0.0098550605425671,False,2_1_1,24,24000,123,False,True
0.04,0.0096062980194627,True,2_1_1,24,24000,123,False,True
0.05,0.0091585327866818,False,2_1_1,24,24000,123,False,True
0.06,0.0089521921345828,False,2_1_1,24,24000,123,False,True
0.07,0.0086826412095743,True,2_1_1,24,24000,123,False,True
0.08,0.0089640762576675,True,2_1_1,24,24000,123,False,True
0.09,0.0098320479188668,True,2_1_1,24,24000,123,False,True
0.1,0.0117678986397139,True,2_1_1,24,24000,123,False,True
0.11,0.0148679778094316,True,2_1_1,24,24000,123,False,True
0.12,0.0187527347369014,True,2_1_1,24,24000,123,False,True
0.13,0.022307768141225,True,2_1_1,24,24000,123,False,True
0.14,0.0266446837035579,True,2_1_1,24,24000,123,False,True
0.15,0.0328695110516068,True,2_1_1,24,24000,123,False,True
0.16,0.0345054685603134,True,2_1_1,24,24000,123,False,True
0.17,0.0348666691498372,False,2_1_1,24,24000,123,False,True
0.18,0.0364392955571276,True,2_1_1,24,24000,123,False,True
0.19,0.0448669517466905,True,2_1_1,24,24000,123,False,True
0.2,0.0564012687189858,False,2_1_1,24,24000,123,False,False
0.21,0.0624395171960065,False,2_1_1,24,24000,123,False,False
0.22,0.0639028490621219,False,2_1_1,24,24000,123,False,False
0.23,0.0679790083237266,False,2_1_1,24,24000,123,False,False
0.24,0.0750944507755648,False,2_1_1,24,24000,123,False,False
0.25,0.0906127638587881,False,2_1_1,24,24000,123,False,False
0.26,0.1020806483402131,False,2_1_1,24,24000,123,False,False
0.27,0.1084682282021073,False,2_1_1,24,24000,123,False,False
0.28,0.1108035850710653,False,2_1_1,24,24000,123,False,False
0.29,0.1117248636429046,False,2_1_1,24,24000,123,False,False
0.3,0.1203861618383403,False,2_1_1,24,24000,123,False,False
0.31,0.1212319111065108,False,2_1_1,24,24000,123,False,False
0.32,0.118348994369033,False,2_1_1,24,24000,123,False,False
0.33,0.109820575611055,True,2_1_1,24,24000,123,False,True
0.34,0.0642089126294009,False,2_1_1,24,24000,123,False,True
0.35,0.0657238827819483,False,2_1_1,24,24000,123,False,True
0.36,0.0665133535852335,True,2_1_1,24,24000,123,False,True
0.37,0.0694913105229949,True,2_1_1,24,24000,123,False,True
0.38,0.0636401983473202,True,2_1_1,24,24000,123,False,True
0.39,0.0560214633077428,True,2_1_1,24,24000,123,False,True
0.4,0.0612139830033018,True,2_1_1,24,24000,123,False,True
0.41,0.0621459312748088,True,2_1_1,24,24000,123,False,True
0.42,0.0479166381500708,True,2_1_1,24,24000,123,False,True
0.43,0.0396678128017724,True,2_1_1,24,24000,123,False,True
0.44,0.0323300075779935,True,2_1_1,24,24000,123,False,True
0.45,0.0218580451289333,True,2_1_1,24,24000,123,False,True
0.46,0.0125440344774904,True,2_1_1,24,24000,123,False,True
0.47,0.010163561346304,True,2_1_1,24,24000,123,False,True
0.48,0.0091284848359102,True,2_1_1,24,24000,123,False,True
0.49,0.0079885547434377,False,2_1_1,24,24000,123,False,True
0.5,0.0066598890367751,True,2_1_1,24,24000,123,False,True
0.0,0.0061736303192081,True,1_1,32,24000,123,False,True
0.01,0.0061661372871185,True,1_1,32,24000,123,False,True
0.02,0.0062302948899566,True,1_1,32,24000,123,False,True
0.03,0.0061797404489749,True,1_1,32,24000,123,False,True
0.04,0.0061985026450383,True,1_1,32,24000,123,False,True
0.05,0.0062027581427085,True,1_1,32,24000,123,False,True
0.06,0.0062522792862971,True,1_1,32,24000,123,False,True
0.07,0.0062834730900827,True,1_1,32,24000,123,False,True
0.08,0.0063710581308073,True,1_1,32,24000,123,False,True
0.09,0.0064357998821098,True,1_1,32,24000,123,False,True
0.1,0.0065969281266342,True,1_1,32,24000,123,False,True
0.11,0.0070484860133813,True,1_1,32,24000,123,False,True
0.12,0.0077310594533362,True,1_1,32,24000,123,False,True
0.13,0.007672317042237,True,1_1,32,24000,123,False,True
0.14,0.0076701484987319,True,1_1,32,24000,123,False,True
0.15,0.0087478335055533,True,1_1,32,24000,123,False,True
0.16,0.0082412845679362,True,1_1,32,24000,123,False,True
0.17,0.0075721861038401,True,1_1,32,24000,123,False,True
0.18,0.0070700541486535,True,1_1,32,24000,123,False,True
0.19,0.0070431361681435,True,1_1,32,24000,123,False,True
0.2,0.0070863243969662,True,1_1,32,24000,123,False,True
0.21,0.0072034508376744,True,1_1,32,24000,123,False,True
0.22,0.0073990028919697,True,1_1,32,24000,123,False,True
0.23,0.0079133441411958,True,1_1,32,24000,123,False,True
0.24,0.0083117710421112,True,1_1,32,24000,123,False,True
0.25,0.0092739665706129,True,1_1,32,24000,123,False,True
0.26,0.010497888072052,True,1_1,32,24000,123,False,True
0.27,0.013029432432128,True,1_1,32,24000,123,False,True
0.28,0.0136084811132707,True,1_1,32,24000,123,False,True
0.29,0.0134099381261191,True,1_1,32,24000,123,False,True
0.3,0.0159865485509519,True,1_1,32,24000,123,False,True
0.31,0.0142568910145427,True,1_1,32,24000,123,False,True
0.32,0.0138008257366578,True,1_1,32,24000,123,False,True
0.33,0.0127791901124605,True,1_1,32,24000,123,False,True
0.34,0.0057184705010948,True,1_1,32,24000,123,False,True
0.35,0.0070542894567245,True,1_1,32,24000,123,False,True
0.36,0.0071203309781068,True,1_1,32,24000,123,False,True
0.37,0.0068617486510489,True,1_1,32,24000,123,False,True
0.38,0.0062690375311832,True,1_1,32,24000,123,False,True
0.39,0.0059023404325138,True,1_1,32,24000,123,False,True
0.4,0.0057334255544589,True,1_1,32,24000,123,False,True
0.41,0.005675541171933,True,1_1,32,24000,123,False,True
0.42,0.0056869686245934,True,1_1,32,24000,123,False,True
0.43,0.0057601664960093,True,1_1,32,24000,123,False,True
0.44,0.0058884804507455,True,1_1,32,24000,123,False,True
0.45,0.0060634469295879,True,1_1,32,24000,123,False,True
0.46,0.0063003071793775,True,1_1,32,24000,123,False,True
0.47,0.0063939963065169,True,1_1,32,24000,123,False,True
0.48,0.0061440880895699,True,1_1,32,24000,123,False,True
0.49,0.0057809324463816,True,1_1,32,24000,123,False,True
0.5,0.0055337100284298,True,1_1,32,24000,123,False,True
0.0,0.0220251235210578,True,2_3_2,32,24000,123,True,True
0.01,0.0217246332784938,True,2_3_2,32,24000,123,True,True
0.02,0.0227406871226422,False,2_3_2,32,24000,123,True,True
0.03,0.0212970312376635,False,2_3_2,32,24000,123,True,True
0.04,0.0212229920017746,True,2_3_2,32,24000,123,True,True
0.05,0.0209938889883941,False,2_3_2,32,24000,123,True,True
0.06,0.0215723547252696,False,2_3_2,32,24000,123,True,True
0.07,0.0216152390676082,True,2_3_2,32,24000,123,True,True
0.08,0.0230071889263976,True,2_3_2,32,24000,123,True,True
0.09,0.0240489692163376,True,2_3_2,32,24000,123,True,True
0.1,0.0273303307970542,True,2_3_2,32,24000,123,True,True
0.11,0.0328732788793953,True,2_3_2,32,24000,123,True,True
0.12,0.038528602945244,True,2_3_2,32,24000,123,True,True
0.13,0.0441416061867206,True,2_3_2,32,24000,123,True,True
0.14,0.0524989410795543,True,2_3_2,32,24000,123,True,True
0.15,0.0664983135609416,True,2_3_2,32,24000,123,True,True
0.16,0.068197483051956,True,2_3_2,32,24000,123,True,True
0.17,0.0623259818322199,False,2_3_2,32,24000,123,True,True
0.18,0.0571550796451382,True,2_3_2,32,24000,123,True,True
0.19,0.0608036641464068,True,2_3_2,32,24000,123,True,True
0.2,0.0689726580267094,True,2_3_2,32,24000,123,True,True
0.21,0.0722588800479752,True,2_3_2,32,24000,123,True,True
0.22,0.0703531730618026,True,2_3_2,32,24000,123,True,True
0.23,0.0710596930380981,True,2_3_2,32,24000,123,True,True
0.24,0.077676194725461,False,2_3_2,32,24000,123,True,True
0.25,0.0953910218835049,True,2_3_2,32,24000,123,True,True
0.26,0.1056481800682402,False,2_3_2,32,24000,123,True,True
0.27,0.1106825777030839,True,2_3_2,32,24000,123,True,True
0.28,0.1124556955744158,True,2_3_2,32,24000,123,True,True
0.29,0.112941532462362,True,2_3_2,32,24000,123,True,True
0.3,0.1256214459209455,True,2_3_2,32,24000,123,True,True
0.31,0.1295632148579371,True,2_3_2,32,24000,123,True,True
0.32,0.1278337183928343,True,2_3_2,32,24000,123,True,True
0.33,0.1178974209923496,False,2_3_2,32,24000,123,True,False
0.34,0.0848984722208659,False,2_3_2,32,24000,123,True,False
0.35,0.1060732431905446,False,2_3_2,32,24000,123,True,False
0.36,0.1107080846930834,False,2_3_2,32,24000,123,True,False
0.37,0.1167638769355051,False,2_3_2,32,24000,123,True,False
0.38,0.1050657107069317,False,2_3_2,32,24000,123,True,False
0.39,0.094866937963512,False,2_3_2,32,24000,123,True,False
0.4,0.1128213507389225,False,2_3_2,32,24000,123,True,False
0.41,0.1055998335030834,False,2_3_2,32,24000,123,True,False
0.42,0.087655692052485,False,2_3_2,32,24000,123,True,False
0.43,0.0744854821114863,False,2_3_2,32,24000,123,True,False
0.44,0.069513433694976,False,2_3_2,32,24000,123,True,False
0.45,0.0449699862813362,False,2_3_2,32,24000,123,True,False
0.46,0.0324626492412131,False,2_3_2,32,24000,123,True,False
0.47,0.0334841298053545,False,2_3_2,32,24000,123,True,False
0.48,0.0349532083002405,False,2_3_2,32,24000,123,True,False
0.49,0.0362418899229343,False,2_3_2,32,24000,123,True,False
0.5,0.0413010353254205,False,2_3_2,32,24000,123,True,False
0.0,0.0065072671589578,False,2_3_1,32,24000,140,False,True
0.01,0.0064746227814051,False,2_3_1,32,24000,140,False,True
0.02,0.0066611524711926,True,2_3_1,32,24000,140,False,True
0.03,0.0064656805457983,False,2_3_1,32,24000,140,False,True
0.04,0.0064766676977662,True,2_3_1,32,24000,140,False,True
0.05,0.0064498332944307,True,2_3_1,32,24000,140,False,True
0.06,0.0065029127063682,False,2_3_1,32,24000,140,False,True
0.07,0.0065157092549108,True,2_3_1,32,24000,140,False,True
0.08,0.0065949821786338,True,2_3_1,32,24000,140,False,True
0.09,0.0066477329541091,True,2_3_1,32,24000,140,False,True
0.1,0.0067975079372045,True,2_3_1,32,24000,140,False,True
0.11,0.0071935484346557,True,2_3_1,32,24000,140,False,True
0.12,0.0078217203667458,True,2_3_1,32,24000,140,False,True
0.13,0.0079054443317145,True,2_3_1,32,24000,140,False,True
0.14,0.0080849301865909,False,2_3_1,32,24000,140,False,True
0.15,0.0094844519143927,True,2_3_1,32,24000,140,False,True
0.16,0.0088610688643854,True,2_3_1,32,24000,140,False,True
0.17,0.0079188295436632,False,2_3_1,32,24000,140,False,True
0.18,0.0072339453551159,True,2_3_1,32,24000,140,False,True
0.19,0.0070894674991736,True,2_3_1,32,24000,140,False,True
0.2,0.0070417679823492,True,2_3_1,32,24000,140,False,True
0.21,0.0070165759468215,True,2_3_1,32,24000,140,False,True
0.22,0.0070468628063639,True,2_3_1,32,24000,140,False,True
0.23,0.0074047705980265,True,2_3_1,32,24000,140,False,True
0.24,0.0078703800632164,True,2_3_1,32,24000,140,False,True
0.25,0.0090397080130553,True,2_3_1,32,24000,140,False,True
0.26,0.0106358656958006,True,2_3_1,32,24000,140,False,True
0.27,0.0136709224462956,True,2_3_1,32,24000,140,False,True
0.28,0.0144025187992965,True,2_3_1,32,24000,140,False,True
0.29,0.0142731376830799,True,2_3_1,32,24000,140,False,True
0.3,0.0170206643150945,True,2_3_1,32,24000,140,False,True
0.31,0.0150569783159414,True,2_3_1,32,24000,140,False,True
0.32,0.0144883402688795,False,2_3_1,32,24000,140,False,True
